Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC/TC_04 - To verify whether the user can view the opty as per the verfication status,,,,04-04-2024 17:45:12,04-04-2024 17:46:59,1m - 46.577s,PASSED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\git\EguruSmart1\Application\app-release (4).apk"", ""Str_Username"":""DUSER145"", ""Str_Password"":""Soct#2023"", ... ], STOP_ON_FAILURE)",,,,04-04-2024 17:45:13,04-04-2024 17:46:01,48.181s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,04-04-2024 17:46:01,04-04-2024 17:46:02,0.264s,PASSED
"tap(findTestObject(""Menu/Menu""), 0)",,,,04-04-2024 17:46:02,04-04-2024 17:46:02,0.358s,PASSED
"bool_Opportunities = verifyElementExist(findTestObject(""Menu/Opportunities""), 0)",,,,04-04-2024 17:46:02,04-04-2024 17:46:03,0.997s,PASSED
"bool_Contacts = verifyElementExist(findTestObject(""Menu/Contacts""), 0)",,,,04-04-2024 17:46:03,04-04-2024 17:46:03,0.308s,PASSED
"bool_Calendar = verifyElementExist(findTestObject(""Menu/Calendar""), 0)",,,,04-04-2024 17:46:03,04-04-2024 17:46:04,0.293s,PASSED
"bool_StockInfo = verifyElementExist(findTestObject(""Menu/Stock Information""), 0)",,,,04-04-2024 17:46:04,04-04-2024 17:46:04,0.283s,PASSED
"bool_Activities = verifyElementExist(findTestObject(""Menu/Activities""), 0)",,,,04-04-2024 17:46:04,04-04-2024 17:46:04,0.281s,PASSED
"bool_LostCases = verifyElementExist(findTestObject(""Menu/Lost Cases""), 0)",,,,04-04-2024 17:46:04,04-04-2024 17:46:04,0.267s,PASSED
"bool_PDOR = verifyElementExist(findTestObject(""Menu/PDOR""), 0)",,,,04-04-2024 17:46:04,04-04-2024 17:46:05,0.282s,PASSED
"bool_SyncMaster = verifyElementExist(findTestObject(""Menu/Sync Master""), 0)",,,,04-04-2024 17:46:05,04-04-2024 17:46:05,0.287s,PASSED
"bool_AboutUs = verifyElementExist(findTestObject(""Menu/About Us""), 0)",,,,04-04-2024 17:46:05,04-04-2024 17:46:05,0.291s,PASSED
"bool_LogOut = verifyElementExist(findTestObject(""Menu/Log Out""), 0)",,,,04-04-2024 17:46:05,04-04-2024 17:46:09,4.048s,PASSED
bool_LogOut && bool_AboutUs && bool_SyncMaster && bool_PDOR && bool_LostCases && bool_Activities && bool_StockInfo && bool_Calendar && bool_Contacts && bool_Opportunities == true,,,,04-04-2024 17:46:09,04-04-2024 17:46:09,0.001s,PASSED
takeScreenshot(),,"STEP-01 : Click on Menu

Expected_Result : The pop up successfully appears wih below option-
1. E- Guru- logo
2. Opportunities
3. Contact
4. Calendar
5. Stock Information
6. Activities
7. Lost Case
8. PDOR
9. Sync Master
10. About Us
11. Logout",,04-04-2024 17:46:09,04-04-2024 17:46:11,1.685s,PASSED
"tap(findTestObject(""Menu/Opportunities""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:11,04-04-2024 17:46:11,0.377s,PASSED
"waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/C0 Summary Text""), 30)",,,,04-04-2024 17:46:11,04-04-2024 17:46:13,2.012s,PASSED
"bool_AllOpportunity = verifyElementExist(findTestObject(""Menu/All Opportunities""), 0)",,,,04-04-2024 17:46:13,04-04-2024 17:46:14,0.368s,PASSED
bool_AllOpportunity == true,,,,04-04-2024 17:46:14,04-04-2024 17:46:14,0.001s,PASSED
takeScreenshot(),,,,04-04-2024 17:46:14,04-04-2024 17:46:15,1.442s,PASSED
"tap(findTestObject(""Menu/FilterButton""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:15,04-04-2024 17:46:16,1.171s,PASSED
"tap(findTestObject(""Menu/Verification Status""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:16,04-04-2024 17:46:19,2.211s,PASSED
"bool_Verified = verifyElementExist(findTestObject(""Filter/VerifiedFilter""), 0)",,,,04-04-2024 17:46:19,04-04-2024 17:46:19,0.813s,PASSED
"bool_NonVerified = verifyElementExist(findTestObject(""Filter/NonVerifiedFilter""), 0)",,,,04-04-2024 17:46:19,04-04-2024 17:46:20,0.843s,PASSED
"bool_ClearAll = verifyElementExist(findTestObject(""Menu/CLEAR ALL""), 0)",,,,04-04-2024 17:46:20,04-04-2024 17:46:20,0.265s,PASSED
"bool_Cancel = verifyElementExist(findTestObject(""Menu/Cancel""), 0)",,,,04-04-2024 17:46:20,04-04-2024 17:46:21,0.265s,PASSED
"bool_Apply = verifyElementExist(findTestObject(""Menu/Apply""), 0)",,,,04-04-2024 17:46:21,04-04-2024 17:46:21,0.271s,PASSED
bool_Verified && bool_NonVerified && bool_ClearAll && bool_Cancel && bool_Apply == true,,,,04-04-2024 17:46:21,04-04-2024 17:46:21,0.001s,PASSED
takeScreenshot(),,"STEP-03 : Click on Filter icon and click on verification status

Expected_Result : The user successfully land on the verification status option with below option-:
1. Verified
2. Non Verified
3. Cancel
4. Apply
5. Clear All",,04-04-2024 17:46:21,04-04-2024 17:46:22,1.031s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 10)",,,,04-04-2024 17:46:22,04-04-2024 17:46:32,10.063s,PASSED
if (Bool_Offline == true),,,,04-04-2024 17:46:32,04-04-2024 17:46:32,0.001s,PASSED
"tap(findTestObject(""android.widget.ImageView""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:32,04-04-2024 17:46:32,0.344s,PASSED
"tap(findTestObject(""Filter/VerifiedFilter""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:32,04-04-2024 17:46:33,0.787s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,04-04-2024 17:46:33,04-04-2024 17:46:38,5.018s,PASSED
"tap(findTestObject(""Menu/Apply""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:38,04-04-2024 17:46:39,0.820s,PASSED
"waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/C0 Summary Text""), 30)",,,,04-04-2024 17:46:39,04-04-2024 17:46:43,3.704s,PASSED
"bool_AllOpportunity = verifyElementExist(findTestObject(""Menu/All Opportunities""), 30)",,,,04-04-2024 17:46:43,04-04-2024 17:46:43,0.267s,PASSED
bool_AllOpportunity == true,,,,04-04-2024 17:46:43,04-04-2024 17:46:43,0.001s,PASSED
takeScreenshot(),,"STEP-04 : Click on Verified and click on apply

Expected_Result :The user successfully landed on the All opportunities page and all the verified opty's are displayed with ""VRFD"" token on each opty card successfully",,04-04-2024 17:46:43,04-04-2024 17:46:44,1.023s,PASSED
"tap(findTestObject(""Menu/FilterButton""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:44,04-04-2024 17:46:46,2.154s,PASSED
"tap(findTestObject(""Menu/Verification Status""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:46,04-04-2024 17:46:47,0.985s,PASSED
"tap(findTestObject(""Menu/CLEAR ALL""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:47,04-04-2024 17:46:48,0.328s,PASSED
"tap(findTestObject(""Filter/NonVerifiedFilter""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:48,04-04-2024 17:46:48,0.764s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,04-04-2024 17:46:48,04-04-2024 17:46:53,5.008s,PASSED
"tap(findTestObject(""Menu/Apply""), 0, STOP_ON_FAILURE)",,,,04-04-2024 17:46:53,04-04-2024 17:46:54,0.799s,PASSED
"bool_AllOpportunity = verifyElementExist(findTestObject(""Menu/All Opportunities""), 0)",,,,04-04-2024 17:46:54,04-04-2024 17:46:56,2.047s,PASSED
bool_AllOpportunity == true,,,,04-04-2024 17:46:56,04-04-2024 17:46:56,0.001s,PASSED
takeScreenshot(),,"STEP-05 : Go to Opportunity filter page Click on Clear All and click on Non Verified and click on apply 
Expected_Result :The user successfully landed on the All opportunities page and all the verified opty's are displayed with ""NOT VRFD"" token on each opty card successfully",,04-04-2024 17:46:56,04-04-2024 17:46:57,0.933s,PASSED
closeApplication(),,,,04-04-2024 17:46:57,04-04-2024 17:46:59,1.519s,PASSED
,,,,,,,
Test Cases/TC/TC_05 - To verify that user can mark as Lost or not,,,,04-04-2024 17:46:59,04-04-2024 17:48:48,1m - 49.255s,PASSED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\git\EguruSmart1\Application\app-release (4).apk"", ""Str_Username"":""DUSER145"", ""Str_Password"":""Soct#2023"", ... ], STOP_ON_FAILURE)",,,,04-04-2024 17:46:59,04-04-2024 17:47:43,43.801s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,04-04-2024 17:47:43,04-04-2024 17:47:43,0.255s,PASSED
"tap(findTestObject(""Home/Opportunities""), 0)",,,,04-04-2024 17:47:43,04-04-2024 17:47:44,0.872s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/C0""), 0)",,,,04-04-2024 17:47:44,04-04-2024 17:47:46,1.673s,PASSED
"bool_Summary = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/C0 Summary Text""), 30)",,,,04-04-2024 17:47:46,04-04-2024 17:47:48,1.675s,PASSED
"bool_Target = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Target text""), 30)",,,,04-04-2024 17:47:48,04-04-2024 17:47:48,0.300s,PASSED
"bool_MTD = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/MTD text""), 0)",,,,04-04-2024 17:47:48,04-04-2024 17:47:48,0.322s,PASSED
"bool_ThisWeek = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/This Week text""), 0)",,,,04-04-2024 17:47:48,04-04-2024 17:47:48,0.308s,PASSED
"bool_Yesterday = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Yesterday text""), 0)",,,,04-04-2024 17:47:48,04-04-2024 17:47:49,0.376s,PASSED
bool_Yesterday && bool_ThisWeek && bool_MTD && bool_Target && bool_Summary == true,,,,04-04-2024 17:47:49,04-04-2024 17:47:49,0.001s,PASSED
takeScreenshot(),,"STEP-01 : Click on C0

Expected_Result : The user successfully landed on the C0 summary page with below option-:
1. C0 Summary
2. Target
3. MTD
4. This Week
5. Yesterday",,04-04-2024 17:47:49,04-04-2024 17:47:50,1.565s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,04-04-2024 17:47:50,04-04-2024 17:47:56,5.117s,PASSED
if (Bool_Offline == true),,,,04-04-2024 17:47:56,04-04-2024 17:47:56,0.001s,PASSED
"tap(findTestObject(""Additional Info/C0 Three Dots2""), 0)",,,,04-04-2024 17:47:56,04-04-2024 17:47:57,1.881s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/Opportunity Details""), 10)",,,,04-04-2024 17:47:57,04-04-2024 17:47:58,0.249s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/Opportunity Details""), 0)",,,,04-04-2024 17:47:58,04-04-2024 17:47:58,0.824s,PASSED
"waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/Schedule a follow up""), 5)",,,,04-04-2024 17:47:58,04-04-2024 17:48:00,1.386s,PASSED
"bool_CreateC1 = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/CREATE C1""), 0)",,,,04-04-2024 17:48:00,04-04-2024 17:48:00,0.259s,PASSED
"bool_Details = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/DETAILS""), 0)",,,,04-04-2024 17:48:00,04-04-2024 17:48:00,0.248s,PASSED
bool_Details && bool_CreateC1 == true,,,,04-04-2024 17:48:00,04-04-2024 17:48:00,0.002s,PASSED
