Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"bool_Opportunity = verifyElementExist(findTestObject(""TataMotars/Pluse Button/OpportunityButton""), 0)",,,,2024-03-26 12:56:10,2024-03-26 12:56:10,0.208s,PASSED
"bool_Account = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Account""), 0)",,,,2024-03-26 12:56:10,2024-03-26 12:56:10,0.187s,PASSED
"bool_Customer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Customer""), 0)",,,,2024-03-26 12:56:10,2024-03-26 12:56:11,0.188s,PASSED
"bool_Influencer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Influencer""), 0)",,,,2024-03-26 12:56:11,2024-03-26 12:56:11,0.186s,PASSED
"bool_FollowUp = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Follow Up""), 0)",,,,2024-03-26 12:56:11,2024-03-26 12:56:11,0.187s,PASSED
bool_Opportunity && bool_Account && bool_Customer && bool_Influencer && bool_FollowUp == false,,,,2024-03-26 12:56:11,2024-03-26 12:56:11,0.000s,PASSED
takeScreenshot(),,"STEP-01 : Click on + icon

Expected_Result : The pop up should appear and below 4 option should be listed
1. Opportunity
2. Customer
3. Account
4. Influencer",,2024-03-26 12:56:11,2024-03-26 12:56:12,0.896s,PASSED
"tap(findTestObject(""TataMotars/Pluse Button/Customer""), 3)",,,,2024-03-26 12:56:12,2024-03-26 12:56:13,0.982s,PASSED
"bool_PrimaryDetails = verifyElementExist(findTestObject(""Primery Details/Primary Details""), 10)",,,,2024-03-26 12:56:13,2024-03-26 12:56:13,0.240s,PASSED
bool_PrimaryDetails == true,,,,2024-03-26 12:56:13,2024-03-26 12:56:13,0.001s,PASSED
takeScreenshot(),,"STEP-02 : Click on Customer
Expected_Result : The user successfully landed on the add customer pirmary detail screen which contains the below options-:
1. First Name - text box
2. Last Name - text box
3. Mobile Number - text box
4. Customer Type- Dropdown
5. Influence- Checkbox
6. Back  - CTA
7. Next - CTA
8. Add More Information",,2024-03-26 12:56:13,2024-03-26 12:56:14,0.925s,PASSED
"tap(findTestObject(""Primery Details/FirstName""), 0)",,,,2024-03-26 12:56:14,2024-03-26 12:56:16,1.686s,PASSED
"setText(findTestObject(""Primery Details/FirstName""), str_FirstName, 0)",,,,2024-03-26 12:56:16,2024-03-26 12:56:16,0.725s,PASSED
hideKeyboard(),,,,2024-03-26 12:56:16,2024-03-26 12:56:18,1.663s,PASSED
"tap(findTestObject(""Primery Details/LastName""), 0)",,,,2024-03-26 12:56:18,2024-03-26 12:56:19,0.696s,PASSED
"setText(findTestObject(""Primery Details/LastName""), str_LastName, 0)",,,,2024-03-26 12:56:19,2024-03-26 12:56:21,1.755s,PASSED
hideKeyboard(),,,,2024-03-26 12:56:21,2024-03-26 12:56:22,1.668s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,2024-03-26 12:56:22,2024-03-26 12:56:27,5.133s,PASSED
if (Bool_Offline == true),,,,2024-03-26 12:56:27,2024-03-26 12:56:27,0.000s,PASSED
"tap(findTestObject(""Primery Details/MobileNumber""), 0)",,,,2024-03-26 12:56:27,2024-03-26 12:56:28,0.693s,PASSED
"setText(findTestObject(""Primery Details/MobileNumber""), str_MobileNumber, 0)",,,,2024-03-26 12:56:28,2024-03-26 12:56:30,1.489s,PASSED
hideKeyboard(),,,,2024-03-26 12:56:30,2024-03-26 12:56:33,3.364s,PASSED
"tap(findTestObject(""Create New Opportunity/Customer Type""), 0)",,,,2024-03-26 12:56:33,2024-03-26 12:56:34,0.714s,PASSED
"sendKeys(findTestObject(""Create New Opportunity/Type_CustomerType""), str_CustomerType, STOP_ON_FAILURE)",,,,2024-03-26 12:56:34,2024-03-26 12:56:35,1.482s,PASSED
hideKeyboard(),,,,2024-03-26 12:56:35,2024-03-26 12:56:37,1.680s,PASSED
"tap(findTestObject(""Primery Details/Searched CustomerType""), 0)",,,,2024-03-26 12:56:37,2024-03-26 12:56:38,0.832s,PASSED
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,2024-03-26 12:56:38,2024-03-26 12:56:38,0.834s,PASSED
"bool_Pincode = verifyElementExist(findTestObject(""Primery Details/Address Details/Pincode""), 10)",,,,2024-03-26 12:56:38,2024-03-26 12:56:39,0.655s,PASSED
bool_Pincode == true,,,,2024-03-26 12:56:39,2024-03-26 12:56:39,0.001s,PASSED
takeScreenshot(),,"STEP-03 : TThe user successfully land on the Business Address page
Expected_Result : The user successfully land on the Business Address page",,2024-03-26 12:56:39,2024-03-26 12:56:40,0.903s,PASSED
"tap(findTestObject(""Primery Details/Address Details/Pincode""), 0, STOP_ON_FAILURE)",,,,2024-03-26 12:56:40,2024-03-26 12:56:41,0.684s,PASSED
"setText(findTestObject(""Primery Details/Address Details/Pincode""), str_Pincode, 0)",,,,2024-03-26 12:56:41,2024-03-26 12:56:42,1.486s,PASSED
hideKeyboard(),,,,2024-03-26 12:56:42,2024-03-26 12:56:44,1.697s,PASSED
"Bool_Pin = waitForElementPresent(findTestObject(""Add Account/Searched PinCode""), 2)",,,,2024-03-26 12:56:44,2024-03-26 12:56:44,0.493s,PASSED
if (Bool_Pin == true),,,,2024-03-26 12:56:44,2024-03-26 12:56:45,0.823s,PASSED
"tap(findTestObject(""NewObject/DropDownDistrict""), 0, STOP_ON_FAILURE)",,,,2024-03-26 12:56:45,2024-03-26 12:56:47,1.361s,PASSED
"tap(findTestObject(""NewObject/DropDownSearchedDistrict""), 0, STOP_ON_FAILURE)",,,,2024-03-26 12:56:47,2024-03-26 12:56:48,1.242s,PASSED
"tap(findTestObject(""NewObject/DropDownTaluka""), 0, STOP_ON_FAILURE)",,,,2024-03-26 12:56:48,2024-03-26 12:56:49,1.224s,PASSED
"tap(findTestObject(""NewObject/DroDownSearchedTaluka""), 0, STOP_ON_FAILURE)",,,,2024-03-26 12:56:49,2024-03-26 12:56:50,1.242s,PASSED
"tap(findTestObject(""Primery Details/Address Details/NextButton""), 0)",,,,2024-03-26 12:56:50,2024-03-26 12:56:51,0.835s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2024-03-26 12:56:51,2024-03-26 12:56:56,5.005s,PASSED
"bool_CustomerAddedSuccessfully = verifyElementExist(findTestObject(""Create Customer/CustomerAddedSuccessfully""), 10)",,,,2024-03-26 12:56:56,2024-03-26 12:56:57,1.181s,PASSED
bool_CustomerAddedSuccessfully == true,,,,2024-03-26 12:56:57,2024-03-26 12:56:57,0.001s,PASSED
takeScreenshot(),,"STEP-03 : Enter business details and Click on Next
Expected_Result : The customer added successfully popup successfully appears with 2 CTA that is-
1. Schedule Visit
2. Skip for Now",,2024-03-26 12:56:57,2024-03-26 12:56:58,0.948s,PASSED
,,,,,,,
Test Cases/TC/TC_03 -Add Account,,,,2024-03-26 12:56:58,2024-03-26 12:58:20,1m - 21.979s,PASSED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\A\Katalon Studio\tatamotarsdemo\Application\app-release (4).apk"", ""Str_Username"":""DUSER145"", ""Str_Password"":""Soct#2023"", ... ], STOP_ON_FAILURE)",,,,2024-03-26 12:56:59,2024-03-26 12:57:33,34.042s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,2024-03-26 12:57:33,2024-03-26 12:57:34,0.966s,PASSED
"tap(findTestObject(""TataMotars/PluseButton""), 0)",,"
",,2024-03-26 12:57:34,2024-03-26 12:57:35,1.503s,PASSED
"bool_Opportunity = verifyElementExist(findTestObject(""TataMotars/Pluse Button/OpportunityButton""), 0)",,,,2024-03-26 12:57:35,2024-03-26 12:57:35,0.200s,PASSED
"bool_Account = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Account""), 0)",,,,2024-03-26 12:57:35,2024-03-26 12:57:36,0.202s,PASSED
"bool_Customer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Customer""), 0)",,,,2024-03-26 12:57:36,2024-03-26 12:57:36,0.187s,PASSED
"bool_Influencer = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Influencer""), 0)",,,,2024-03-26 12:57:36,2024-03-26 12:57:36,0.185s,PASSED
"bool_FollowUp = verifyElementExist(findTestObject(""TataMotars/Pluse Button/Follow Up""), 0)",,,,2024-03-26 12:57:36,2024-03-26 12:57:36,0.187s,PASSED
bool_Opportunity && bool_Account && bool_Customer && bool_Influencer && bool_FollowUp == false,,,,2024-03-26 12:57:36,2024-03-26 12:57:36,0.000s,PASSED
takeScreenshot(),,"STEP-01 : Click on + icon

Expected_Result : The pop up should appear and below 4 option should be listed
1. Opportunity
2. Customer
3. Account
4. Influencer",,2024-03-26 12:57:36,2024-03-26 12:57:37,0.884s,PASSED
"tap(findTestObject(""TataMotars/Pluse Button/Account""), 3)",,,,2024-03-26 12:57:37,2024-03-26 12:57:38,0.993s,PASSED
"bool_AccountInfo = verifyElementExist(findTestObject(""C1 Functionality/Account Information""), 30)",,,,2024-03-26 12:57:38,2024-03-26 12:57:38,0.253s,PASSED
"bool_AccountName = verifyElementExist(findTestObject(""Add Account/Account Name""), 30)",,,,2024-03-26 12:57:38,2024-03-26 12:57:39,0.680s,PASSED
"bool_MainPhoneNumber = verifyElementExist(findTestObject(""Add Account/Main Phone Number""), 30)",,,,2024-03-26 12:57:39,2024-03-26 12:57:40,0.652s,PASSED
bool_AccountInfo && bool_AccountName && bool_MainPhoneNumber == true,,,,2024-03-26 12:57:40,2024-03-26 12:57:40,0.000s,PASSED
takeScreenshot(),,"STEP-02 : Click on Account

Expected_Result : The user successfully landed on the Account Information screen with the below options-:
1. Account Type
2. Account Name
3. Main Phone Number
4. PAN Numer
5. Back 
6. Next",,2024-03-26 12:57:40,2024-03-26 12:57:40,0.899s,PASSED
